Item ID,Color ID,Size ID,Item Name,Color Name,Size Name,SKU Description,Department,Class,Wholesale Price,Retail Price,Retail Markup $,Retail Markup %,On Hand #
03701S,039,229,C Gear Integrity Pant,Black/Grey,Youth S,Black/Grey Youth S,Specialty Uniforms,Competition,$29.99,$44.99,$15.00,50.0%,0
03701S,039,230,C Gear Integrity Pant,Black/Grey,Youth M,Black/Grey Youth M,Specialty Uniforms,Competition,$29.99,$44.99,$15.00,50.0%,0
03701S,039,231,C Gear Integrity Pant,Black/Grey,Youth L,Black/Grey Youth L,Specialty Uniforms,Competition,$29.99,$44.99,$15.00,50.0%,0
03702,039,211,C Gear Respect Pant,Black/Grey,Extra Small,Black/Grey Extra Small,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,36
03702,039,212,C Gear Respect Pant,Black/Grey,Small,Black/Grey Small,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,53
03702,039,213,C Gear Respect Pant,Black/Grey,Medium,Black/Grey Medium,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,45
03702,039,215,C Gear Respect Pant,Black/Grey,Large,Black/Grey Large,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,35
03702,039,216,C Gear Respect Pant,Black/Grey,Extra Large,Black/Grey Extra Large,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,32
03702,039,217,C Gear Respect Pant,Black/Grey,2XL,Black/Grey 2XL,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,16
03702,039,229,C Gear Respect Pant,Black/Grey,Youth S,Black/Grey Youth S,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,48
03702,039,230,C Gear Respect Pant,Black/Grey,Youth M,Black/Grey Youth M,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,55
03702,039,231,C Gear Respect Pant,Black/Grey,Youth L,Black/Grey Youth L,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,63
03702,525,211,C Gear Respect Pant,Teal,Extra Small,Teal Extra Small,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,32
03702,525,212,C Gear Respect Pant,Teal,Small,Teal Small,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,55
03702,525,213,C Gear Respect Pant,Teal,Medium,Teal Medium,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,69
03702,525,215,C Gear Respect Pant,Teal,Large,Teal Large,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,69
03702,525,216,C Gear Respect Pant,Teal,Extra Large,Teal Extra Large,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,32
03702,525,217,C Gear Respect Pant,Teal,2XL,Teal 2XL,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,17
03702,525,229,C Gear Respect Pant,Teal,Youth S,Teal Youth S,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,25
03702,525,230,C Gear Respect Pant,Teal,Youth M,Teal Youth M,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,38
03702,525,231,C Gear Respect Pant,Teal,Youth L,Teal Youth L,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,61
03702S,039,211,C Gear Respect Pant - Custom,Black/Grey,Extra Small,Black/Grey Extra Small,Specialty Uniforms,Competition,$34.99,$44.99,$10.00,28.6%,0
03702S,039,212,C Gear Respect Pant - Custom,Black/Grey,Small,Black/Grey Small,Specialty Uniforms,Competition,$34.99,$44.99,$10.00,28.6%,0
03702S,039,213,C Gear Respect Pant - Custom,Black/Grey,Medium,Black/Grey Medium,Specialty Uniforms,Competition,$34.99,$44.99,$10.00,28.6%,0
03702S,039,215,C Gear Respect Pant - Custom,Black/Grey,Large,Black/Grey Large,Specialty Uniforms,Competition,$34.99,$44.99,$10.00,28.6%,0
03702S,039,216,C Gear Respect Pant - Custom,Black/Grey,Extra Large,Black/Grey Extra Large,Specialty Uniforms,Competition,$34.99,$44.99,$10.00,28.6%,0
03702S,039,217,C Gear Respect Pant - Custom,Black/Grey,2XL,Black/Grey 2XL,Specialty Uniforms,Competition,$34.99,$44.99,$10.00,28.6%,0
03702S,039,229,C Gear Respect Pant - Custom,Black/Grey,Youth S,Black/Grey Youth S,Specialty Uniforms,Competition,$34.99,$44.99,$10.00,28.6%,0
03702S,039,230,C Gear Respect Pant - Custom,Black/Grey,Youth M,Black/Grey Youth M,Specialty Uniforms,Competition,$34.99,$44.99,$10.00,28.6%,0
03702S,039,231,C Gear Respect Pant - Custom,Black/Grey,Youth L,Black/Grey Youth L,Specialty Uniforms,Competition,$34.99,$44.99,$10.00,28.6%,0
03702S,525,211,C Gear Respect Pant - Custom,Teal,Extra Small,Teal Extra Small,Specialty Uniforms,Competition,$34.99,$44.99,$10.00,28.6%,0
03702S,525,212,C Gear Respect Pant - Custom,Teal,Small,Teal Small,Specialty Uniforms,Competition,$34.99,$44.99,$10.00,28.6%,0
03702S,525,213,C Gear Respect Pant - Custom,Teal,Medium,Teal Medium,Specialty Uniforms,Competition,$34.99,$44.99,$10.00,28.6%,0
03702S,525,215,C Gear Respect Pant - Custom,Teal,Large,Teal Large,Specialty Uniforms,Competition,$34.99,$44.99,$10.00,28.6%,0
03702S,525,216,C Gear Respect Pant - Custom,Teal,Extra Large,Teal Extra Large,Specialty Uniforms,Competition,$34.99,$44.99,$10.00,28.6%,0
03702S,525,217,C Gear Respect Pant - Custom,Teal,2XL,Teal 2XL,Specialty Uniforms,Competition,$34.99,$44.99,$10.00,28.6%,0
03702S,525,229,C Gear Respect Pant - Custom,Teal,Youth S,Teal Youth S,Specialty Uniforms,Competition,$34.99,$44.99,$10.00,28.6%,0
03702S,525,230,C Gear Respect Pant - Custom,Teal,Youth M,Teal Youth M,Specialty Uniforms,Competition,$34.99,$44.99,$10.00,28.6%,0
03702S,525,231,C Gear Respect Pant - Custom,Teal,Youth L,Teal Youth L,Specialty Uniforms,Competition,$34.99,$44.99,$10.00,28.6%,0
03703,010,211,C GEAR TENACITY PANT,Black,Extra Small,Black Extra Small,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,010,212,C GEAR TENACITY PANT,Black,Small,Black Small,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,010,213,C GEAR TENACITY PANT,Black,Medium,Black Medium,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,010,215,C GEAR TENACITY PANT,Black,Large,Black Large,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,010,216,C GEAR TENACITY PANT,Black,Extra Large,Black Extra Large,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,010,217,C GEAR TENACITY PANT,Black,2XL,Black 2XL,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,010,229,C GEAR TENACITY PANT,Black,Youth S,Black Youth S,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,010,230,C GEAR TENACITY PANT,Black,Youth M,Black Youth M,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,010,231,C GEAR TENACITY PANT,Black,Youth L,Black Youth L,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,013,211,C GEAR TENACITY PANT,Black/Gold,Extra Small,Black/Gold Extra Small,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,013,212,C GEAR TENACITY PANT,Black/Gold,Small,Black/Gold Small,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,013,213,C GEAR TENACITY PANT,Black/Gold,Medium,Black/Gold Medium,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,013,215,C GEAR TENACITY PANT,Black/Gold,Large,Black/Gold Large,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,013,216,C GEAR TENACITY PANT,Black/Gold,Extra Large,Black/Gold Extra Large,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,013,217,C GEAR TENACITY PANT,Black/Gold,2XL,Black/Gold 2XL,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,013,229,C GEAR TENACITY PANT,Black/Gold,Youth S,Black/Gold Youth S,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,013,230,C GEAR TENACITY PANT,Black/Gold,Youth M,Black/Gold Youth M,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,013,231,C GEAR TENACITY PANT,Black/Gold,Youth L,Black/Gold Youth L,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,100,211,C GEAR TENACITY PANT,White,Extra Small,White Extra Small,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,100,212,C GEAR TENACITY PANT,White,Small,White Small,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,100,213,C GEAR TENACITY PANT,White,Medium,White Medium,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,100,215,C GEAR TENACITY PANT,White,Large,White Large,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,100,216,C GEAR TENACITY PANT,White,Extra Large,White Extra Large,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,100,217,C GEAR TENACITY PANT,White,2XL,White 2XL,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,100,229,C GEAR TENACITY PANT,White,Youth S,White Youth S,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,100,230,C GEAR TENACITY PANT,White,Youth M,White Youth M,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,100,231,C GEAR TENACITY PANT,White,Youth L,White Youth L,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,600,211,C GEAR TENACITY PANT,Blue,Extra Small,Blue Extra Small,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,600,212,C GEAR TENACITY PANT,Blue,Small,Blue Small,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,600,213,C GEAR TENACITY PANT,Blue,Medium,Blue Medium,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,600,215,C GEAR TENACITY PANT,Blue,Large,Blue Large,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,600,216,C GEAR TENACITY PANT,Blue,Extra Large,Blue Extra Large,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,600,217,C GEAR TENACITY PANT,Blue,2XL,Blue 2XL,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,600,229,C GEAR TENACITY PANT,Blue,Youth S,Blue Youth S,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,600,230,C GEAR TENACITY PANT,Blue,Youth M,Blue Youth M,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,600,231,C GEAR TENACITY PANT,Blue,Youth L,Blue Youth L,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,900,211,C GEAR TENACITY PANT,Red,Extra Small,Red Extra Small,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,900,212,C GEAR TENACITY PANT,Red,Small,Red Small,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,900,213,C GEAR TENACITY PANT,Red,Medium,Red Medium,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,900,215,C GEAR TENACITY PANT,Red,Large,Red Large,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,900,216,C GEAR TENACITY PANT,Red,Extra Large,Red Extra Large,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,900,217,C GEAR TENACITY PANT,Red,2XL,Red 2XL,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,900,229,C GEAR TENACITY PANT,Red,Youth S,Red Youth S,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,900,230,C GEAR TENACITY PANT,Red,Youth M,Red Youth M,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03703,900,231,C GEAR TENACITY PANT,Red,Youth L,Red Youth L,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,016,211,C GEAR INTEGRITY PANT 2.0,Black/Blue,Extra Small,Black/Blue Extra Small,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,016,212,C GEAR INTEGRITY PANT 2.0,Black/Blue,Small,Black/Blue Small,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,016,213,C GEAR INTEGRITY PANT 2.0,Black/Blue,Medium,Black/Blue Medium,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,016,215,C GEAR INTEGRITY PANT 2.0,Black/Blue,Large,Black/Blue Large,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,016,216,C GEAR INTEGRITY PANT 2.0,Black/Blue,Extra Large,Black/Blue Extra Large,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,016,217,C GEAR INTEGRITY PANT 2.0,Black/Blue,2XL,Black/Blue 2XL,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,016,229,C GEAR INTEGRITY PANT 2.0,Black/Blue,Youth S,Black/Blue Youth S,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,016,230,C GEAR INTEGRITY PANT 2.0,Black/Blue,Youth M,Black/Blue Youth M,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,016,231,C GEAR INTEGRITY PANT 2.0,Black/Blue,Youth L,Black/Blue Youth L,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,019,211,C GEAR INTEGRITY PANT 2.0,Black/Red,Extra Small,Black/Red Extra Small,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,019,212,C GEAR INTEGRITY PANT 2.0,Black/Red,Small,Black/Red Small,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,019,213,C GEAR INTEGRITY PANT 2.0,Black/Red,Medium,Black/Red Medium,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,019,215,C GEAR INTEGRITY PANT 2.0,Black/Red,Large,Black/Red Large,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,019,216,C GEAR INTEGRITY PANT 2.0,Black/Red,Extra Large,Black/Red Extra Large,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,019,217,C GEAR INTEGRITY PANT 2.0,Black/Red,2XL,Black/Red 2XL,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,019,229,C GEAR INTEGRITY PANT 2.0,Black/Red,Youth S,Black/Red Youth S,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,019,230,C GEAR INTEGRITY PANT 2.0,Black/Red,Youth M,Black/Red Youth M,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,019,231,C GEAR INTEGRITY PANT 2.0,Black/Red,Youth L,Black/Red Youth L,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,039,211,C GEAR INTEGRITY PANT 2.0,Black/Grey,Extra Small,Black/Grey Extra Small,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,039,212,C GEAR INTEGRITY PANT 2.0,Black/Grey,Small,Black/Grey Small,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,039,213,C GEAR INTEGRITY PANT 2.0,Black/Grey,Medium,Black/Grey Medium,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,039,215,C GEAR INTEGRITY PANT 2.0,Black/Grey,Large,Black/Grey Large,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,039,216,C GEAR INTEGRITY PANT 2.0,Black/Grey,Extra Large,Black/Grey Extra Large,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,039,217,C GEAR INTEGRITY PANT 2.0,Black/Grey,2XL,Black/Grey 2XL,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,039,229,C GEAR INTEGRITY PANT 2.0,Black/Grey,Youth S,Black/Grey Youth S,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,039,230,C GEAR INTEGRITY PANT 2.0,Black/Grey,Youth M,Black/Grey Youth M,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03705,039,231,C GEAR INTEGRITY PANT 2.0,Black/Grey,Youth L,Black/Grey Youth L,Specialty Uniforms,Competition,$29.99,$54.99,$25.00,83.4%,0
03706,039,211,C GEAR RESPECT PANT 2.0,Black/Grey,Extra Small,Black/Grey Extra Small,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,0
03706,039,212,C GEAR RESPECT PANT 2.0,Black/Grey,Small,Black/Grey Small,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,0
03706,039,213,C GEAR RESPECT PANT 2.0,Black/Grey,Medium,Black/Grey Medium,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,0
03706,039,215,C GEAR RESPECT PANT 2.0,Black/Grey,Large,Black/Grey Large,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,0
03706,039,216,C GEAR RESPECT PANT 2.0,Black/Grey,Extra Large,Black/Grey Extra Large,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,0
03706,039,217,C GEAR RESPECT PANT 2.0,Black/Grey,2XL,Black/Grey 2XL,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,0
03706,039,229,C GEAR RESPECT PANT 2.0,Black/Grey,Youth S,Black/Grey Youth S,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,0
03706,039,230,C GEAR RESPECT PANT 2.0,Black/Grey,Youth M,Black/Grey Youth M,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,0
03706,039,231,C GEAR RESPECT PANT 2.0,Black/Grey,Youth L,Black/Grey Youth L,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,0
03706,525,211,C GEAR RESPECT PANT 2.0,Teal,Extra Small,Teal Extra Small,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,0
03706,525,212,C GEAR RESPECT PANT 2.0,Teal,Small,Teal Small,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,0
03706,525,213,C GEAR RESPECT PANT 2.0,Teal,Medium,Teal Medium,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,0
03706,525,215,C GEAR RESPECT PANT 2.0,Teal,Large,Teal Large,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,0
03706,525,216,C GEAR RESPECT PANT 2.0,Teal,Extra Large,Teal Extra Large,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,0
03706,525,217,C GEAR RESPECT PANT 2.0,Teal,2XL,Teal 2XL,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,0
03706,525,229,C GEAR RESPECT PANT 2.0,Teal,Youth S,Teal Youth S,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,0
03706,525,230,C GEAR RESPECT PANT 2.0,Teal,Youth M,Teal Youth M,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,0
03706,525,231,C GEAR RESPECT PANT 2.0,Teal,Youth L,Teal Youth L,Specialty Uniforms,Competition,$34.99,$54.99,$20.00,57.2%,0
03801,102,217,C-Gear Honor Uniform Pant,White/Yellow,2XL,White/Yellow 2XL,Specialty Uniforms,Competition,$31.99,$59.99,$28.00,87.5%,6
03802,011,211,C Gear Determination Pant,Black/White,Extra Small,Black/White Extra Small,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,204
03802,011,212,C Gear Determination Pant,Black/White,Small,Black/White Small,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,295
03802,011,213,C Gear Determination Pant,Black/White,Medium,Black/White Medium,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,232
03802,011,215,C Gear Determination Pant,Black/White,Large,Black/White Large,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,167
03802,011,216,C Gear Determination Pant,Black/White,Extra Large,Black/White Extra Large,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,82
03802,011,217,C Gear Determination Pant,Black/White,2XL,Black/White 2XL,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,37
03802,011,229,C Gear Determination Pant,Black/White,Youth S,Black/White Youth S,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,198
03802,011,230,C Gear Determination Pant,Black/White,Youth M,Black/White Youth M,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,243
03802,011,231,C Gear Determination Pant,Black/White,Youth L,Black/White Youth L,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,266
03802,015,211,C Gear Determination Pant,Black/Green,Extra Small,Black/Green Extra Small,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,70
03802,015,212,C Gear Determination Pant,Black/Green,Small,Black/Green Small,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,108
03802,015,213,C Gear Determination Pant,Black/Green,Medium,Black/Green Medium,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,98
03802,015,215,C Gear Determination Pant,Black/Green,Large,Black/Green Large,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,42
03802,015,216,C Gear Determination Pant,Black/Green,Extra Large,Black/Green Extra Large,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,32
03802,015,217,C Gear Determination Pant,Black/Green,2XL,Black/Green 2XL,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,26
03802,015,229,C Gear Determination Pant,Black/Green,Youth S,Black/Green Youth S,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,51
03802,015,230,C Gear Determination Pant,Black/Green,Youth M,Black/Green Youth M,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,90
03802,015,231,C Gear Determination Pant,Black/Green,Youth L,Black/Green Youth L,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,99
03802,016,211,C Gear Determination Pant,Black/Blue,Extra Small,Black/Blue Extra Small,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,50
03802,016,212,C Gear Determination Pant,Black/Blue,Small,Black/Blue Small,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,109
03802,016,213,C Gear Determination Pant,Black/Blue,Medium,Black/Blue Medium,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,175
03802,016,215,C Gear Determination Pant,Black/Blue,Large,Black/Blue Large,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,92
03802,016,216,C Gear Determination Pant,Black/Blue,Extra Large,Black/Blue Extra Large,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,43
03802,016,217,C Gear Determination Pant,Black/Blue,2XL,Black/Blue 2XL,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,23
03802,016,229,C Gear Determination Pant,Black/Blue,Youth S,Black/Blue Youth S,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,50
03802,016,230,C Gear Determination Pant,Black/Blue,Youth M,Black/Blue Youth M,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,102
03802,016,231,C Gear Determination Pant,Black/Blue,Youth L,Black/Blue Youth L,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,68
03802,019,211,C Gear Determination Pant,Black/Red,Extra Small,Black/Red Extra Small,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,97
03802,019,212,C Gear Determination Pant,Black/Red,Small,Black/Red Small,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,229
03802,019,213,C Gear Determination Pant,Black/Red,Medium,Black/Red Medium,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,161
03802,019,215,C Gear Determination Pant,Black/Red,Large,Black/Red Large,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,122
03802,019,216,C Gear Determination Pant,Black/Red,Extra Large,Black/Red Extra Large,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,47
03802,019,217,C Gear Determination Pant,Black/Red,2XL,Black/Red 2XL,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,26
03802,019,229,C Gear Determination Pant,Black/Red,Youth S,Black/Red Youth S,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,73
03802,019,230,C Gear Determination Pant,Black/Red,Youth M,Black/Red Youth M,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,167
03802,019,231,C Gear Determination Pant,Black/Red,Youth L,Black/Red Youth L,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,223
03802,039,211,C Gear Determination Pant,Black/Grey,Extra Small,Black/Grey Extra Small,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,89
03802,039,212,C Gear Determination Pant,Black/Grey,Small,Black/Grey Small,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,131
03802,039,213,C Gear Determination Pant,Black/Grey,Medium,Black/Grey Medium,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,151
03802,039,215,C Gear Determination Pant,Black/Grey,Large,Black/Grey Large,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,116
03802,039,216,C Gear Determination Pant,Black/Grey,Extra Large,Black/Grey Extra Large,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,48
03802,039,217,C Gear Determination Pant,Black/Grey,2XL,Black/Grey 2XL,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,21
03802,039,229,C Gear Determination Pant,Black/Grey,Youth S,Black/Grey Youth S,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,31
03802,039,230,C Gear Determination Pant,Black/Grey,Youth M,Black/Grey Youth M,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,109
03802,039,231,C Gear Determination Pant,Black/Grey,Youth L,Black/Grey Youth L,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,69
038021,011,211,WAKO C GEAR DETERMINATION PANT,Black/White,Extra Small,Black/White Extra Small,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,97
038021,011,212,WAKO C GEAR DETERMINATION PANT,Black/White,Small,Black/White Small,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,102
038021,011,213,WAKO C GEAR DETERMINATION PANT,Black/White,Medium,Black/White Medium,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,123
038021,011,215,WAKO C GEAR DETERMINATION PANT,Black/White,Large,Black/White Large,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,122
038021,011,216,WAKO C GEAR DETERMINATION PANT,Black/White,Extra Large,Black/White Extra Large,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,60
038021,011,217,WAKO C GEAR DETERMINATION PANT,Black/White,2XL,Black/White 2XL,Specialty Uniforms,Competition,$24.99,$49.99,$25.00,100.0%,29
